"日志存储费","0.0042","元/GB/小时","华南1（广州）"
"日志存储费","0.0042","元/GB/小时","华北2（北京）"
"日志存储费","0.0062","元/GB/小时","亚太东南（柔佛）"
"日志低频存储费","0.00058","元/GB/小时","亚太东南（雅加达）"
"日志低频存储费","0.00058","元/GB/小时","亚太东南（柔佛）"
"日志低频存储费","0.00038","元/GB/小时","华北2（北京）"
"日志低频存储费","0.00038","元/GB/小时","华南1（广州）"
"日志低频存储费","0.00058","元/GB/小时","中国香港"
"日志低频存储费","0.00038","元/GB/小时","华东2（上海）"
"索引存储费","0.0062","元/GB/小时","亚太东南（雅加达）"
"索引存储费","0.0042","元/GB/小时","华东2（上海）"
"索引存储费","0.0062","元/GB/小时","中国香港"
"索引存储费","0.0042","元/GB/小时","华南1（广州）"
"索引存储费","0.0042","元/GB/小时","华北2（北京）"
"索引存储费","0.0062","元/GB/小时","亚太东南（柔佛）"
"索引低频存储费","0.00058","元/GB/小时","亚太东南（雅加达）"
"索引低频存储费","0.00038","元/GB/小时","华东2（上海）"
"索引低频存储费","0.00058","元/GB/小时","中国香港"
"索引低频存储费","0.00038","元/GB/小时","华南1（广州）"
"索引低频存储费","0.00038","元/GB/小时","华北2（北京）"
"索引低频存储费","0.00058","元/GB/小时","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"日志存储费","0.0062","元/GB/小时","亚太东南（雅加达）"
"日志存储费","0.0062","元/GB/小时","亚太东南（柔佛）"
"日志存储费","0.0042","元/GB/小时","华北2（北京）"
"日志存储费","0.0042","元/GB/小时","华南1（广州）"
"日志存储费","0.0062","元/GB/小时","中国香港"
"日志存储费","0.0042","元/GB/小时","华东2（上海）"
"索引存储费","0.0062","元/GB/小时","亚太东南（雅加达）"
"索引存储费","0.0042","元/GB/小时","华东2（上海）"
"索引存储费","0.0062","元/GB/小时","中国香港"
"索引存储费","0.0042","元/GB/小时","华南1（广州）"
"索引存储费","0.0042","元/GB/小时","华北2（北京）"
"索引存储费","0.0062","元/GB/小时","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"日志存储费","0.0062","元/GB/小时","亚太东南（柔佛）"
"日志存储费","0.0042","元/GB/小时","华北2（北京）"
"日志存储费","0.0042","元/GB/小时","华南1（广州）"
"日志存储费","0.0062","元/GB/小时","中国香港"
"日志存储费","0.0042","元/GB/小时","华东2（上海）"
"日志存储费","0.0062","元/GB/小时","亚太东南（雅加达）"
"索引存储费","0.0042","元/GB/小时","华东2（上海）"
"索引存储费","0.0062","元/GB/小时","中国香港"
"索引存储费","0.0042","元/GB/小时","华南1（广州）"
"索引存储费","0.0042","元/GB/小时","华北2（北京）"
"索引存储费","0.0062","元/GB/小时","亚太东南（柔佛）"
"索引存储费","0.0062","元/GB/小时","亚太东南（雅加达）"
,
,
,
计费项,按量计费,单位,地域
"日志采集费","0.26","元/GB","亚太东南（雅加达）"
"日志采集费","0.26","元/GB","亚太东南（柔佛）"
"日志采集费","0.18","元/GB","华北2（北京）"
"日志采集费","0.18","元/GB","华南1（广州）"
"日志采集费","0.26","元/GB","中国香港"
"日志采集费","0.18","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","亚太东南（雅加达）"
"索引流量费","0.35","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","中国香港"
"索引流量费","0.35","元/GB","华南1（广州）"
"索引流量费","0.35","元/GB","华北2（北京）"
"索引流量费","0.525","元/GB","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"日志采集费","0.26","元/GB","亚太东南（雅加达）"
"日志采集费","0.26","元/GB","亚太东南（柔佛）"
"日志采集费","0.18","元/GB","华北2（北京）"
"日志采集费","0.18","元/GB","华南1（广州）"
"日志采集费","0.26","元/GB","中国香港"
"日志采集费","0.18","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","亚太东南（雅加达）"
"索引流量费","0.525","元/GB","亚太东南（柔佛）"
"索引流量费","0.35","元/GB","华北2（北京）"
"索引流量费","0.35","元/GB","华南1（广州）"
"索引流量费","0.525","元/GB","中国香港"
"索引流量费","0.35","元/GB","华东2（上海）"
,
,
,
计费项,按量计费,单位,地域
"日志采集费","0.26","元/GB","亚太东南（雅加达）"
"日志采集费","0.26","元/GB","亚太东南（柔佛）"
"日志采集费","0.18","元/GB","华北2（北京）"
"日志采集费","0.18","元/GB","华南1（广州）"
"日志采集费","0.26","元/GB","中国香港"
"日志采集费","0.18","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","亚太东南（雅加达）"
"索引流量费","0.35","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","中国香港"
"索引流量费","0.35","元/GB","华南1（广州）"
"索引流量费","0.35","元/GB","华北2（北京）"
"索引流量费","0.525","元/GB","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"日志采集费","0.26","元/GB","亚太东南（雅加达）"
"日志采集费","0.26","元/GB","亚太东南（柔佛）"
"日志采集费","0.18","元/GB","华北2（北京）"
"日志采集费","0.18","元/GB","华南1（广州）"
"日志采集费","0.26","元/GB","中国香港"
"日志采集费","0.18","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","亚太东南（雅加达）"
"索引流量费","0.35","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","中国香港"
"索引流量费","0.35","元/GB","华南1（广州）"
"索引流量费","0.35","元/GB","华北2（北京）"
"索引流量费","0.525","元/GB","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"日志采集费","0.26","元/GB","亚太东南（雅加达）"
"日志采集费","0.26","元/GB","亚太东南（柔佛）"
"日志采集费","0.18","元/GB","华北2（北京）"
"日志采集费","0.18","元/GB","华南1（广州）"
"日志采集费","0.26","元/GB","中国香港"
"日志采集费","0.18","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","亚太东南（雅加达）"
"索引流量费","0.35","元/GB","华东2（上海）"
"索引流量费","0.525","元/GB","中国香港"
"索引流量费","0.35","元/GB","华南1（广州）"
"索引流量费","0.35","元/GB","华北2（北京）"
"索引流量费","0.525","元/GB","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"聚合分析费","0.12","元/GB","亚太东南（雅加达）"
"聚合分析费","0.08","元/GB","华东2（上海）"
"聚合分析费","0.12","元/GB","中国香港"
"聚合分析费","0.08","元/GB","华南1（广州）"
"聚合分析费","0.08","元/GB","华北2（北京）"
"聚合分析费","0.12","元/GB","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"聚合分析费","0.12","元/GB","亚太东南（雅加达）"
"聚合分析费","0.08","元/GB","华东2（上海）"
"聚合分析费","0.12","元/GB","中国香港"
"聚合分析费","0.08","元/GB","华南1（广州）"
"聚合分析费","0.08","元/GB","华北2（北京）"
"聚合分析费","0.12","元/GB","亚太东南（柔佛）"
,
,
,
计费项,按量计费,单位,地域
"聚合分析费","0.12","元/GB","亚太东南（雅加达）"
"聚合分析费","0.12","元/GB","亚太东南（柔佛）"
"聚合分析费","0.08","元/GB","华北2（北京）"
"聚合分析费","0.08","元/GB","华南1（广州）"
"聚合分析费","0.12","元/GB","中国香港"
"聚合分析费","0.08","元/GB","华东2（上海）"
