"声音复刻-音色数量  ","全额累进阶梯价","[0, 50], 138；(50, 100], 88；(100, 200], 58；(200, 5000], 38；(5000, +∞), 28","个"
"录音文件识别（极速版） ","超额累进单价","[0, 300], 0.05；(300, 1000], 0.043；(1000, 3000], 0.035；(3000, 5000], 0.03；(5000, +∞), 0.02","分钟"
"并发扩容-大模型-语音转文字 ","固定单价","0.14","个"
"并发扩容-大模型-系统音色文字转语音 ","固定单价","0.14","个"
"并发扩容-大模型-复刻音色文字转语音 ","固定单价","0.14","个"
"并发扩容-小模型-语音转文字 ","固定单价","0.14","个"
"并发扩容-小模型-文字转语音 ","固定单价","0.14","个"
"声纹识别 ","固定单价","0.005","次"
"豆包语音合成2.0-系统音色文字转语音字数","-","0.0003","字符"
"并发扩容-豆包语音合成2.0-系统音色文字转语音","-","0.14","个"
"大模型录音文件识别（极速版）","-","4.5","小时"
,
,
,
计费项,价格（元）,单位
"音乐生成V2 ","0.002","秒"
"图像调整  ","0.01","次"
"图片缩放  ","0.01","次"
"图片旋转  ","0.01","次"
"图片叠图  ","0.01","次"
"图片裁剪  ","0.01","次"
"图像美颜  ","0.01","次"
"添加文字  ","0.01","次"
"提示词优化  ","0.01","次"
"风格滤镜  ","0.025","次"
"背景替换  ","0.025","次"
"光影融合  ","0.025","次"
"智能抠图  ","0.025","次"
"智能换脸  ","0.025","次"
"智能扩图  ","0.025","次"
"图像生成  ","0.025","次"
"一键改图  ","0.025","次"
"宠物风格化  ","0.025","次"
"ByteArtist  ","0.025","次"
"豆包图像生成大模型  ","0.025","次"
"画质提升  ","0.025","次"
"火山联网问答 ","0.03","次"
"博查AI","0.036","次"
"天眼查","0.1","次"
"飞常准","0.1","次"
"智能绘图（文生图） ","0.2","次"
"悠船","0.5","次"
"Chatppt","0.5","次"
"豆包音乐大模型  ","1","次"
"链接读取 ","0.03","次"
"图像增强 ","[0, 100000], 0.02；(100000, 1000000], 0.015；(1000000, 5000000], 0.01；(5000000, 10000000], 0.008；(10000000, +∞), 0.005","次"
"图片超分辨率 ","[0, 100000], 0.006；(100000, 1000000], 0.005；(1000000, 5000000], 0.0045；(5000000, 10000000], 0.004；(10000000, +∞), 0.0035","次"
"商品图像分割 ","[0, 100000], 0.02；(100000, 1000000], 0.015；(1000000, 5000000], 0.01；(5000000, 10000000], 0.008；(10000000, +∞), 0.005","次"
"Doubao-Seedance-1.0-lite ","0.01","千tokens"
"Doubao-Seedance-1.0-pro ","0.015","千tokens"
"iSlide","9.9","次"
"豆包语音播客大模型-输入 ","0.12","千tokens"
"豆包语音播客大模型-输出 ","0.1","千tokens"
"文生图-seedream 3.0 ","0.259","次"
"指令编辑V2 ","0.3","次"
"音乐搜索 ","0.01","次"
"文生图-Seedream 4.0 ","0.2","张"
"图生图-Seedream 4.0 ","0.2","张"
"文生图-Seedream4.5","0.25","张"
"图生图-Seedream4.5","0.25","张"
"联网搜索","0.02","次"
,
,
,
计费项,价格（元）,单位
"知识库空间按量-小时结","0.0015","元/GB/小时"
,
,
,
积分规格,有效期,价格（元）
"1万点","1年","10"
"10万点","1年","100"
"1000万点","1年","10000"
,
,
,
计费项,价格（元）,单位
"记忆写入","0.03","次"
"记忆检索与更新","0.01","次"
"记忆存储","0.02","万条"
,
,
,
权益分类,权益,企业标准版,企业旗舰版
"扣子权益","图片去品牌水印","√","√"
"  ","视频去品牌水印","√","√"
"  ","计划创建数","10","15"
"    ","播客去除扣子品牌片头（即将上线）","√","√"
"  ","播客支持自定义音色（即将上线）","√","√"
"  ","抢先体验 Beta 功能","√","√"
"  ","企业技能商店","√","√"
"扣子编程","- 模型","  ","  "
"  ","模型每分钟请求数（RPM）","5000","12000"
"  ","接入方舟模型","√","√"
" ","自定义模型","-","√"
"  ","- 开发与发布","  ","  "
"  ","知识库空间","100GB","2TB"
"  ","小程序去水印","-","√"
"  ","扩容管理","-","√"
"  ","- 工作空间","  ","  "
"  ","创建空间数量","不限","不限"
"  ","单空间人数上限","100","不限"
" ","-数据安全与合规","  ","  "
"  ","企业商店","-","√"
"  ","会话数据加密","-","√"
"  ","自定义内容安全策略","-","√"
"  ","- 罗盘","  ","  "
"  ","Trace 上报量（限时免费）","10万条/月，存储90天","200万条/月，存储180天"
"企业管理与服务","创建团队和企业账号","√","√"
"  ","成员权限管理","√","√"
"  ","SSO 登录","-","√"
"  ","成员用量限额","-","√"
"    ","客户服务","工单客服工作日10点-19点","工单客服支持7×24小时全天候"
